weeks_used,weekly_abs_directional_diff,weekly_perm_p,monthly_entropy_range,monthly_alignment_range,monthly_entropy_volatility,monthly_alignment_volatility,structure_index_entropy,structure_index_alignment
33,0.0425712394758026,0.728,0.8397259746902043,0.1225715647347288,0.14734316098754685,0.03920462887823688,19.724731069585648,2.879142987166474
