macro_domain,weeks_total,weeks_user_active,weeks_ai_active,forward_user_to_ai,reverse_ai_to_user,difference,perm_p_abs
0,14,13,12,0.8510539756935758,0.5577031743372971,0.29335080135627867,0.435
3,27,25,25,0.7206419850919085,0.53945301382283,0.1811889712690785,0.541
4,36,35,33,0.7960746857170065,0.755087019960993,0.040987665756013425,0.703
7,34,34,33,0.6855407149900111,0.7281119544658138,-0.04257123947580266,0.8225
2,33,30,33,0.7742065087496467,0.716854362226843,0.05735214652280374,0.956
1,34,27,34,0.57621467306687,0.618688854405324,-0.04247418133845393,0.9585
5,37,36,36,0.8697060416961263,0.8704850055432022,-0.0007789638470758753,1.0
6,38,38,36,0.8514370375763239,0.9090714447500822,-0.05763440717375823,1.0
