node_id,macro_domain
1f1d6d8f-fd6b-4052-bf1e-baeee1c16670,2
e6eab8e0-8d22-46bd-b673-1bc6127d9af5,2
b8ca869a-13b9-4df8-b3b7-dcf1569ba4bf,6
8c8fc270-95b4-4eb8-9773-7b1cd9bd5531,2
0465f178-008e-4f36-9ecc-064aae9ab6b9,4
706fa826-02c4-4bf4-8f5d-ea2eab1f4aca,2
23e1c29a-bff3-400d-a464-aa7f05ab1ccb,4
b1145b19-78b2-41bb-b775-812abb73814d,2
7145b3f2-d0ae-4615-8ec9-780536389ffb,2
1bf62cc7-ae1d-425c-9b0c-244fe1da9dd7,4
3c719370-7081-4bc0-a7e3-ec97bbc75ac7,2
31d49331-7cf2-4fe7-b49c-87764f2a7d97,4
19be0870-773f-4d90-8bb3-5c53d0449ff1,6
ad995699-a839-4739-bbf2-0163b65d814d,2
b077fe96-ad0e-49c9-b1bc-840b6a5fd10a,2
5131f6c5-2d53-4aae-8088-324ebe329b06,5
bbc8757f-7924-4114-b3a5-290dca5f945e,2
e18e3fb4-2722-4142-986e-7951870b201a,2
a88572cd-f6f2-4ee1-8565-4df9dbc5aa8d,4
87bf2d5d-7581-4ebc-9579-60cd70b2bd7f,2
40f02942-67c8-477c-a027-5659e65bc105,4
3a5ede4e-1a46-429e-8ccf-4a159220a8e1,6
5894aa91-6539-4ba9-83b1-bdf7451c8f06,7
6c739a44-8d5d-4fc7-bc30-a1e304033c87,2
79d54468-632f-4511-bf82-f2f375bbb104,6
205f1a2a-7442-4c27-aab9-3b718e6d93b9,2
35470637-cc8e-4d82-9201-e823ff89c2c8,6
7bdb2958-0135-48e7-9c2e-9ed5b5afaa6c,6
779fb42e-92b8-4758-b658-0e313299c68c,2
4523574d-76da-4cef-a585-b9749cc080c1,6
18293ae9-c730-41a0-b453-42c3bc7f6926,2
a2a2cad6-3ef7-4963-9cfa-0f9961480379,6
85506eef-66c3-44de-9b0c-aa2c9c839f8f,2
fbc32dc1-5c1f-4d56-86fc-adbf41974af5,4
3d33cc57-bf07-4410-802f-11f64c748d08,2
85af10ee-1cba-432c-8435-ebaaa234be1e,4
8efa070b-fdc3-4de0-a05a-1b2ac8ee8f5c,2
361c9932-245d-4317-8cdf-7589663b1a97,4
3aadd41d-f554-4037-8500-41e4034ef852,2
7805fc5a-7252-42db-b3b3-de281400e117,6
dae6b731-d9b5-47f0-821a-0732532392c4,2
8cc08866-bdc3-4510-bddd-e8b4c8653d81,2
12e5d155-eee9-483e-9d2c-39cbb65ded5b,2
ab33ef28-e962-47a1-808c-740dd4082439,4
94c5a682-1e85-458d-ae3d-1a7d84f78ece,2
71d41fa3-da93-4dc8-8c3c-821258de1439,2
4f8890ec-a770-4118-9510-f1975747c987,2
2153de75-0f36-4e00-ab4a-0a76f2afeb7a,6
c4dc0ef3-4eca-4b31-b811-275c591e0156,2
2a6bf58b-dec7-4186-a2a8-8253ccb711fa,5
e7a5a7f0-b427-43b7-9eba-1c4f2d289883,6
6c4819ee-cc3e-45ab-a751-9df21d1e8648,5
ccc558c4-dfbd-43ef-870d-7772284b4f69,7
50927120-938d-4987-b73b-ac54eba4ca14,6
796e3d3f-0b81-4e43-baec-1be86464b5c1,7
33021416-3aa5-40e8-8119-13c1d97d7495,6
6103164e-1e6b-47f5-96a5-375492d83837,6
04855db0-545b-4672-93e8-7368a46e9a53,6
5787a40e-4842-448c-8527-2e2587cb0b3d,7
da2dda98-70ed-4a8a-9267-8fcd82f7389c,6
c2b8e04e-7f1c-41a4-a976-e4f76d80ba8a,6
d8b6d256-2bfa-46c4-abba-c82619811a5f,6
35e4805b-6177-4afd-8ae8-9605a491848b,6
4adc6bda-c8db-452b-8354-fdeb3fa2eb1e,6
37ddd131-93a9-4042-a9bf-44a309f3dbb9,6
1d8fdf83-2704-43f1-a0c8-adf577170d5c,2
48836de3-7510-4a27-8e1a-0be2ad1f15d9,6
20165966-79d9-4a94-a4a7-7954ba3af2b7,6
7b424ad5-917c-4b30-9199-b2a4100ef588,6
b44a7cbc-3e5c-478c-90f6-52a23aa0de94,2
a84c32cd-d544-462b-b673-2691f6af58c8,4
0034c4eb-7006-4741-b8b8-397150d44717,2
57b44999-a296-4b20-bae6-0d681b8e81f7,6
39b8aa24-c848-438d-aeef-78be643f4dd7,2
2127e5fa-9df4-4013-ba4f-15bd4379055b,6
b683b6ab-58cb-4ce3-b707-be69bd09c8f4,2
dd85ca5c-3348-474c-852a-07bfd15b4dcb,5
836ce0b6-6216-43dd-8768-0f05e48ccae3,2
f32412f6-dbef-4d4e-9189-adc047565e37,7
355fe3c7-7b92-4706-bc90-219c1d122b2b,2
4df3239f-73f8-490e-b7f9-05972de3951f,6
f24c691f-d03b-450d-bb6b-8cc87679e0dc,2
4e1a58db-9317-4b3b-95b3-4559459f3fb5,2
5c27c432-3abb-4bba-a98e-d351630e7d4f,4
be2ace71-2cb2-4e7f-ae47-645b3f2dc182,2
6b748632-b4be-4f5e-a3ce-34b073bb1c68,7
9387ed83-731d-48ba-9c63-215d5c6b7a73,2
c506ae31-d017-4a87-b86f-8d68248444e5,6
767c805a-043d-4348-b17b-02c8c9f7890b,2
b53fd8be-abf6-49ff-9b7d-5ae7524bb8d0,5
6ff55343-770c-4219-9254-64a861fbaaff,2
5c6890b4-3a29-441d-b654-8f43117c3217,4
346f8c0a-d0e6-4602-834c-c15aa1ac8fa2,2
55a31106-4722-4cfc-a430-8c5cdf0e05cb,4
7432a617-d82f-480b-bac4-b5929461df61,2
604b77ce-aa6d-4f16-ae98-9251013f87ea,6
6f593ee9-4d30-4f10-9da7-266c83b0ef92,2
0902ad19-0f7a-4750-8889-80db4146f3c5,6
dd46782b-38e1-43d7-83a4-e74fdbd71f77,2
452c91d3-1c68-458d-bfab-3f239fff453b,6
16dc59e5-fbbd-4866-80bc-a9ac6bc65e9b,6
85405c30-5d9a-4b10-be21-f2587e2c8db3,6
5a4ad07e-db58-43ac-8699-9f1b3662393f,6
33af873d-9662-43e9-8f8f-e59b4e8360ca,5
37788627-d0ec-46c0-abe4-deb3fa1eb25e,2
6a1bcc7e-f1e1-4d9f-bdfb-6d3e58ce6e91,5
8fc39167-8ecf-446d-af92-4d29acc7e6ed,2
7de43583-fef3-4090-93e9-8bd68861caac,6
11ce3e6b-db9f-434e-a7f7-9f3769dd674d,2
885e992f-ccc6-4abf-ac23-358150df3d75,2
a58fe133-b3e3-432e-b0ed-267d71ca8d12,2
382cc3ca-f041-4dc2-9e16-4835b661c678,2
a260f57d-784e-4ca4-8759-35e9fd7df8c2,2
2389bbb3-ff7d-4e65-b69e-dcca7df45903,2
24f77733-e105-4d7b-920f-589774f935af,2
4db86982-0211-47bd-86a5-5756365cf2fa,2
c2006150-569b-42bf-8c05-0a45575c2adb,2
34c656ab-c782-4fab-9a65-2683229ee004,6
8e74f6ef-c22d-4ca8-857b-d2d0531d4acf,2
538b0c36-e97a-4c26-ab99-1b857d9b4ebc,5
86dd2962-fbaf-4d26-9745-9922240983a6,2
b2550993-c7ef-4ecf-9206-2d3bf049f4f3,5
daafafb7-3d32-47cf-ba15-1a139818fb83,2
f5d8256e-d109-4ae6-b78d-ce2e4f0246ef,4
d22b9009-3684-4204-a18b-42bdb0d156b6,2
8ff1df75-0c13-449a-adf3-078fd95cfa49,6
49e35f93-5f3c-49ed-9a8a-3f66a8b0df46,6
42d8143d-12ea-47b5-8ecf-c13b9e23c63a,6
1b9c2178-5aa0-45e1-992e-adfe106b941f,1
6bbc0bad-505a-480d-b798-6c63cdaf55ab,6
b70a7249-cda4-41ca-89df-09c3e063ac29,6
4abe7397-cd03-402f-8ef8-4ed08add81bb,6
f7d4e8e0-95da-48e6-9790-0f46489a3a7a,5
50e2da4c-75e2-4d3a-bf2c-28d933ffe19e,6
c3956a64-bd8d-4bb6-afa7-4814533d7321,6
3699a346-8b74-4086-a4da-43ff8b608c95,6
7661c53f-12f3-40df-bf85-3dad88c5dd36,6
b69a8c51-35ea-4f60-830f-b801f070dcc6,6
daea0bdf-ceaf-45ae-bdea-8618ed1fa025,6
23caf083-91b5-4e3a-a2f3-d03044aab97a,5
a1294ecd-8ab9-48ba-88ec-8f465c724845,5
521685db-6cb2-4a19-b6ef-c48f90a1774e,6
72cfdfb4-7312-4753-8d76-aa7910118e22,5
2b26fb27-4076-4077-8d97-e9d1338ee9f2,5
07fab9d8-6d12-4085-8818-c9ca50428880,7
908ce50d-e71f-4a4c-9b55-04fdfbf1ee99,6
88b65f22-4467-4afe-a0a2-d8298ede15e1,6
8d943bab-c5fd-4a8d-b0d4-8c870daddff1,6
db1ef27e-a8f6-4835-b594-9144db9d7b44,6
a2a16e54-9c2e-45df-837e-91c286006823,6
a997ca7a-622c-49a3-87f5-e7796d03a1f4,6
7493b126-2234-4d5b-9636-6f8ea00f1702,6
5183123e-60cb-436b-9775-19bef9eb9615,6
b0faf8d1-b526-4970-8e85-af8604d053ef,6
6a0d57a3-44f5-49a0-8166-5b7436dff500,6
f8b37242-60c3-4ef5-9eff-c77836a14775,6
a1c7449b-f695-4eb7-bd35-c2b8d7b01b79,6
6aa583e1-b0b2-4181-a634-c58a1dc989f0,6
06cb397b-05f8-4f40-a376-73ffc5f256b4,2
d672f84b-1301-4d3d-b1a4-6ad1adff1ff3,5
85dcfc05-3ff8-4c01-8d33-c3f8f7e9821f,5
ffffdd04-90ac-4e7c-89fd-114747d07307,2
3d28b537-4e35-4032-9408-4c08c2601525,2
29c9cfdc-0e09-489c-aa44-a7a3660e1cbb,6
d8fa371b-5d41-4a8f-a792-6a638977f040,2
b350ae20-983d-4d99-803a-95ac1325127d,7
6cd1a900-b926-4652-b868-018841f1854f,2
8ab0241a-b5bf-4736-b916-f3ea27483065,6
5098e569-187c-477f-9c0b-2da23daa132a,2
64a60031-cd7d-4bec-9e85-dffe14ce0bcd,2
229f8d79-ee7c-44f4-be6f-2a5cf478ce3d,2
f4c650f7-c3b6-4de9-beb8-8b425e472f03,2
f643a902-36c4-490c-9854-9c041a3d26ff,2
36fdabf5-a103-4330-8c1b-7a832632243e,5
439647f5-f7c9-41af-9d50-ad3a91fae320,2
aabeffde-c901-4ab0-9406-9f0bbc931490,2
1705b27c-fc07-4c74-a562-fe87cb86b9ae,2
ebf9e9d8-1ac9-4449-9406-6c82152050e6,4
c66b3ac8-d1ef-4742-b856-2ee8fadab9ba,2
0dbe11f9-e310-4685-9924-72611eda3939,6
ca829fbc-6aab-4b22-89f2-5f6144d6a83e,2
7c0f9ce1-d759-4017-8868-f1d1e1392167,6
98d79459-9d62-46e7-bee3-77f343718c3d,2
cf43865d-9c56-471e-9743-cd42e0c3c4eb,4
e7a0c506-e960-4776-8f34-4dd5e3ce9788,1
4e519eb5-e142-4e81-a5ab-a16e306c7f1d,1
0d4fd1b0-f154-4105-b2f2-689c570b4359,1
eed3c83f-5fee-419e-a917-ce0d05cc47c5,1
cb7aa34b-6adf-4edf-8980-9c4c0546d874,2
7ac7892d-c659-47bc-a1d5-d51c9e462ba3,6
341f2f36-ceba-44ba-bd23-2ec3d0007b6a,2
bb86e05f-4520-4a53-a878-0c485d52483f,1
a1b32a15-7bd1-44c7-85eb-daa8fbb681c0,2
98f9ec19-fb87-416c-8922-3c5d43c552f5,4
8e767d1b-dd98-4e0e-a0b6-cb11e6d5fa5c,1
10ebcffd-859d-454e-ba15-4d99458fc80c,1
68e5dd41-7c45-441a-9317-f95213d3a5a1,1
27fc7a6a-4b1b-4638-b3e3-e7180a704503,6
86d0db49-d20a-4c6d-8984-fa822183ddc1,2
ca28e73e-5645-4b63-a46a-e3bd335dc37c,6
f67ab25b-4505-4344-99e4-db1b3b618de5,2
9829c99e-e490-4de8-81d1-33c36fb3dd66,5
c76b36c6-0419-4200-aa4f-bd11c50c245e,5
5fc28a30-d2c4-4355-a823-58a7e61d5d5c,5
29d3812f-8015-4a7f-9eeb-4360ac1a646e,2
bc3e3904-efe5-4f67-8f59-fc78b66af940,6
88fce4e7-6619-4f99-a858-be549cece5e6,5
1424f22d-c89f-43ce-b34e-89d90e7c8cee,6
13a411e4-4f97-4ced-85a1-80370f0e5538,2
45052f58-d4fd-4a97-a9bf-5844d766c15e,5
78becbb2-baba-4b11-a78e-d70419abb4d1,2
5d1b0ee7-99d6-449b-ab45-ae05117a2b23,7
fd5974ad-3542-444b-9f50-5df430feb8de,2
4b4be4e7-7eda-41df-b72a-a53f69856737,5
0899a916-733a-481f-8cd2-52d0ed7593f2,6
e23e4552-d87d-42df-896b-87fb77201828,6
23b12a4c-85af-4d3f-a6ce-b9c54754bcb3,5
cb82b77a-32a2-432a-9eb4-4a382114a4e7,5
6cf8219d-d3e8-4b38-82b7-2d0cd872099d,7
928d39b0-d4dc-44a3-8cd4-5c2466dcd9e5,5
99c438ed-f333-49c1-a57c-36aa05ae63cc,5
5daaf0da-10ef-40fe-8d48-048fcd0b606a,5
c3cc1bc5-3626-4faa-9c49-8972030e9b3b,7
a65442c1-22da-4072-89d8-87dd8722d739,6
2c4ad23f-0fd7-49a4-ad8a-60733d7964a2,6
df79b316-4075-426f-af88-ce9324039d48,5
4662cc60-f4e7-4de4-8b1f-ed909b44f4a8,5
ad176027-96cb-4070-ad0a-a9c738314cc2,2
d9e1d770-f7b9-41b9-9973-ba5ed0492d29,4
43b45097-0c62-4b5c-988b-8135c0af1fc6,5
42da993c-3b32-4663-96ac-83ebf3da5b62,6
c1289ce8-46ab-439a-ba47-2291410be943,6
1c994d94-06e7-4fbc-beed-dd24e5bf1acf,5
a05da0df-3840-4884-a573-a55a2beaa3e7,5
c6e0ec0e-0a89-4ff9-9d1c-fd583be5d7a3,5
f9a9e92f-d173-45fa-9a57-25aba914fa22,5
b95aa3ee-3d78-40ec-9122-a09c21581342,2
935c6acb-f2a0-4683-b36d-ab4a5188570f,5
8452ae65-3844-4e42-ab77-4408191dd1a7,5
c632fec9-c222-420e-930a-b59a029913a2,5
213c2651-0b4f-4e15-b44b-1c4dd597f0b1,6
5dc94fa7-2e1b-41ab-9907-b5bcbb5aef6e,2
22591f11-cee5-462b-8881-d9fe4cd9e2f2,2
4b3315fb-6334-487c-96b1-755510747911,5
e6fcf587-db58-4cb6-b014-61f795f7b8df,5
90006375-ced4-4452-bead-06b3b3e7b7aa,7
c54282f2-62e7-4fe3-b8ab-1b9ddc222255,2
2d1af24f-a7b5-468d-a5b7-d8c1f00bd1bb,2
02031335-d81d-4706-bbc4-c873024c9b42,2
8d441dd4-1948-4094-9ed3-ad575d4a79f5,5
40901c66-3157-4a50-9f5a-8abef0ad12e3,5
6149393f-e8bf-4077-b79c-5f5c5f9413dd,5
5da5ba3d-bcaa-4156-8c68-75be02794470,5
f9be9742-5537-48d8-a00b-c6536e05148b,6
ef84e9cd-61f4-4b5c-9b64-09c2430889ae,2
2f324794-57de-41e0-975b-d694aa739d4b,2
cd572cfb-4e10-435b-8ef3-72d03b9a7a61,2
d3b01f89-4639-4219-9d51-8dcdad75678d,5
6192f700-f7f8-4be6-99d5-c4c8568fb7a1,5
a9096a02-272a-4677-9e60-9d5758cd5fa2,5
3a2bacf7-9d8a-4222-86e4-e947bb47414a,2
9b9f651d-0e08-4973-b470-5d50ad08cccd,2
202b6512-a69d-4b8c-bbb6-1aaf57201820,5
e7dc302c-0780-48f9-9249-3fd9fa61bb45,4
a3ebb45f-9bd2-48b5-81db-56bb5d7fbd1e,7
1878cdc5-59ec-49cc-9fdd-4b5507d791d5,5
89d5f2f6-9215-4aac-bf02-341c7c5dfb69,6
2052ac50-dc37-468a-a5b5-afebeffe532b,2
9c64a984-469e-4fd3-84f4-859b8e794829,6
18635eb7-1837-4dd8-89ad-a0ed0ed56d2f,7
e204c430-0144-42a7-8e90-69a407eada4d,2
88212d43-12c3-42de-a5b3-743f90950677,5
5da19542-77be-4c29-8682-57345d74dd34,7
e0fc3d8e-12aa-4374-8917-d0f7b046c9da,2
c0a9ae82-3630-4cfc-83bc-465d2dd11921,6
942a39fd-ea3d-4626-b4ae-8cfa3295ba7f,2
08b75941-069a-4c79-b135-f7a29de02275,2
8e4cb452-d2b2-4a1e-98a8-d59459c085ab,5
c8728853-2050-4545-a092-aee3e5745aa5,5
9a73b4eb-5217-4207-a648-e781d3c853fb,5
7128fc86-6ea5-4660-a6c9-7b46d4aa9bed,5
86f698a0-904e-414a-aead-619af3995beb,5
6f8261f0-6145-4cb6-a30e-57635801ff8f,5
e22d18e4-e384-4181-a436-12c025ed778e,5
f0c9ca4d-3369-43f9-979a-6e1ab76dc18a,5
4cc568ea-e62c-4271-a2ab-2e38e1f27a95,5
a2aa5ca1-f4dd-447a-a50a-c02440e80edd,5
b94af376-f03c-4917-a190-7211a4b798d9,5
644a2148-9e0d-4a55-aea0-3df62d3c9fd0,5
705903f2-9726-4203-9ae6-6c0047addf35,5
ba33540f-a303-4250-98d0-f14e0cd5f4a2,5
a4a5a195-4b96-49d8-bf63-487f2639b653,5
